Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,City,Joining_Date,Salary,Experience_Years,Performance_Rating,Employment_Status,Manager
E0259,Neha,Male,41,Finance,Finance Analyst,Chennai,2024-04-21,61432,13,2,Active,S. Mehta
E0260,Rohit,Male,24,IT,Software Engineer,Mumbai,2023-10-05,50662,12,3,Active,S. Mehta
E0261,Priya,Female,21,Finance,Accountant,Delhi,2022-11-25,56412,13,5,Active,A. Sharma
E0262,Karan,Female,38,HR,HR Executive,Mumbai,2021-09-21,52549,3,3,Resigned,P. Singh
E0263,Vikas,Male,40,HR,HR Manager,Bangalore,2024-05-24,26986,14,3,Resigned,N. Verma
E0264,Simran,Female,24,Operations,Operations Manager,Bangalore,2024-08-30,118515,1,4,Active,R. Gupta
E0265,Amit,Male,28,HR,HR Manager,Mumbai,2024-09-01,102784,2,2,Active,N. Verma
E0266,Sneha,Female,51,IT,Software Engineer,Kolkata,2020-10-26,31235,1,5,Active,R. Gupta
E0267,Vikas,Female,55,Operations,Operations Executive,Pune,2024-06-26,107998,5,2,Active,S. Mehta
E0268,Pooja,Male,47,Finance,Accountant,Hyderabad,2024-03-06,63174,1,2,Active,R. Gupta
E0269,Ankit,Female,21,Finance,Accountant,Delhi,2021-07-25,97407,1,3,Active,R. Gupta
E0270,Simran,Female,30,Finance,Finance Analyst,Delhi,2022-08-23,71058,8,5,Active,P. Singh
E0271,Sneha,Female,40,Finance,Accountant,Chennai,2019-02-11,41546,1,4,Active,A. Sharma
E0272,Rohit,Male,33,Finance,Finance Analyst,Kolkata,2021-03-23,55865,3,3,Active,A. Sharma
E0273,Karan,Male,34,Sales,Sales Executive,Mumbai,2018-12-22,111395,1,3,Active,P. Singh
E0274,Simran,Male,38,HR,HR Executive,Kolkata,2021-03-18,47555,12,3,Active,P. Singh
E0275,Sneha,Female,55,Finance,Accountant,Kolkata,2021-04-14,32374,2,4,Active,N. Verma
E0276,Rahul,Female,25,Operations,Operations Manager,Chennai,2023-12-03,43348,15,3,Active,R. Gupta
E0277,Simran,Male,22,Finance,Finance Analyst,Mumbai,2019-09-26,79166,10,5,Resigned,P. Singh
E0278,Neha,Male,21,Finance,Accountant,Delhi,2021-05-30,84690,6,2,Active,P. Singh
E0279,Priya,Male,32,Operations,Operations Manager,Chennai,2024-03-07,55375,9,4,Active,A. Sharma
E0280,Sneha,Female,23,HR,HR Manager,Delhi,2019-01-26,49004,11,5,Active,P. Singh
E0281,Karan,Female,58,Finance,Accountant,Bangalore,2023-04-14,57424,0,4,Active,R. Gupta
E0282,Rohit,Male,41,HR,HR Executive,Mumbai,2019-09-01,109985,6,3,Active,A. Sharma
E0283,Ankit,Female,21,IT,Software Engineer,Mumbai,2020-07-16,87371,1,3,Resigned,P. Singh
E0284,Karan,Male,26,Sales,Sales Executive,Mumbai,2021-11-19,36889,7,5,Active,A. Sharma
E0285,Rohit,Female,24,Finance,Accountant,Chennai,2022-01-06,116782,5,2,Active,A. Sharma
E0286,Nisha,Female,26,Finance,Accountant,Pune,2024-01-24,82179,10,3,Active,P. Singh
E0287,Rohit,Female,26,HR,HR Executive,Pune,2024-09-19,70527,15,5,Active,S. Mehta
E0288,Neha,Male,25,Operations,Operations Executive,Hyderabad,2022-01-24,28659,12,5,Active,P. Singh
E0289,Pooja,Female,50,HR,HR Executive,Chennai,2023-10-04,42263,12,4,Resigned,N. Verma
E0290,Pooja,Female,54,HR,HR Executive,Bangalore,2022-07-19,33705,9,3,Active,N. Verma
E0291,Rahul,Female,41,HR,HR Manager,Mumbai,2024-09-20,96441,7,5,Active,P. Singh
E0292,Nisha,Male,35,Operations,Operations Executive,Bangalore,2022-08-08,63990,12,4,Active,S. Mehta
E0293,Pooja,Female,51,Operations,Operations Executive,Pune,2024-09-26,28191,11,2,Active,N. Verma
E0294,Simran,Male,34,Operations,Operations Executive,Bangalore,2024-08-21,40648,5,5,Active,A. Sharma
E0295,Nisha,Male,40,HR,HR Executive,Delhi,2023-03-23,86496,11,5,Resigned,R. Gupta
E0296,Rohit,Male,35,IT,Data Analyst,Pune,2018-01-23,85329,3,3,Resigned,P. Singh
E0297,Ankit,Male,40,IT,Software Engineer,Hyderabad,2020-03-01,38706,11,4,Active,R. Gupta
E0298,Rohit,Female,57,Sales,Sales Executive,Hyderabad,2022-06-15,76681,15,2,Resigned,S. Mehta
E0299,Neha,Female,34,Sales,Sales Manager,Mumbai,2024-08-14,32398,2,5,Active,R. Gupta
E0300,Rahul,Female,31,Operations,Operations Executive,Chennai,2019-09-07,26632,8,3,Active,N. Verma
E0301,Rohit,Male,56,Finance,Accountant,Hyderabad,2024-01-24,61739,0,3,Active,S. Mehta
E0302,Priya,Male,52,Finance,Accountant,Hyderabad,2019-07-05,107403,15,3,Active,A. Sharma
E0303,Ankit,Female,32,Operations,Operations Manager,Mumbai,2022-07-07,79332,3,3,Active,R. Gupta
E0304,Priya,Male,55,IT,Software Engineer,Hyderabad,2023-10-09,43986,13,3,Active,R. Gupta
E0305,Pooja,Male,32,Operations,Operations Manager,Bangalore,2022-10-06,112533,4,3,Resigned,S. Mehta
E0306,Priya,Female,45,IT,Data Analyst,Chennai,2019-12-21,68751,7,3,Active,S. Mehta
E0307,Rohit,Female,44,Operations,Operations Manager,Pune,2021-11-20,25806,4,2,Active,R. Gupta
E0308,Simran,Female,58,IT,Data Analyst,Delhi,2020-06-23,48234,0,4,Active,A. Sharma
E0309,Rahul,Male,29,Sales,Sales Manager,Mumbai,2024-04-28,36256,5,4,Active,S. Mehta
E0310,Nisha,Male,58,HR,HR Manager,Hyderabad,2018-11-30,45525,7,5,Active,R. Gupta
E0311,Nisha,Female,46,HR,HR Manager,Bangalore,2021-04-30,85440,1,5,Active,P. Singh
E0312,Priya,Female,24,Operations,Operations Manager,Bangalore,2019-06-25,33565,10,2,Active,N. Verma
E0313,Ankit,Male,46,Operations,Operations Executive,Hyderabad,2022-06-25,65720,9,2,Active,N. Verma
E0314,Simran,Male,25,HR,HR Executive,Delhi,2023-12-07,61218,5,4,Active,N. Verma
E0315,Rahul,Male,39,Finance,Finance Analyst,Mumbai,2020-04-11,68003,6,4,Active,P. Singh
E0316,Nisha,Female,33,Operations,Operations Executive,Delhi,2018-06-21,51648,10,3,Active,A. Sharma
E0317,Rahul,Female,27,Operations,Operations Manager,Chennai,2024-09-02,39345,10,4,Active,R. Gupta
E0318,Sneha,Female,30,IT,Data Analyst,Hyderabad,2019-02-06,114647,6,2,Active,R. Gupta
E0319,Rohit,Female,22,Sales,Sales Manager,Pune,2023-01-31,85231,8,5,Resigned,S. Mehta
E0320,Rahul,Female,45,HR,HR Executive,Delhi,2021-12-02,36851,10,2,Resigned,P. Singh
E0321,Nisha,Male,43,Finance,Accountant,Chennai,2022-05-11,66088,5,2,Active,A. Sharma
E0322,Rahul,Female,30,Finance,Accountant,Bangalore,2024-04-20,42637,13,2,Active,S. Mehta
E0323,Vikas,Female,34,Sales,Sales Manager,Kolkata,2024-06-04,51451,14,3,Resigned,R. Gupta
E0324,Karan,Female,51,Sales,Sales Executive,Kolkata,2024-04-27,71905,6,5,Active,P. Singh
E0325,Amit,Female,31,IT,Data Analyst,Kolkata,2020-02-28,32176,13,3,Active,A. Sharma
E0326,Sneha,Female,39,IT,Data Analyst,Chennai,2020-03-07,59121,9,4,Active,A. Sharma
E0327,Simran,Female,37,Sales,Sales Executive,Hyderabad,2023-04-30,52196,15,5,Resigned,P. Singh
E0328,Rohit,Female,58,HR,HR Executive,Hyderabad,2018-09-03,34286,9,4,Active,A. Sharma
E0329,Amit,Female,32,Operations,Operations Manager,Pune,2021-03-28,113754,9,3,Active,P. Singh
E0330,Ankit,Male,34,Sales,Sales Manager,Chennai,2022-11-27,46310,6,5,Active,S. Mehta
E0331,Neha,Female,41,Sales,Sales Executive,Bangalore,2021-06-28,100466,0,3,Active,R. Gupta
E0332,Ankit,Male,40,HR,HR Manager,Bangalore,2024-02-26,118796,8,2,Active,S. Mehta
E0333,Neha,Female,28,Operations,Operations Executive,Pune,2018-04-05,85615,14,2,Active,A. Sharma
E0334,Neha,Male,29,IT,Software Engineer,Hyderabad,2020-10-10,90400,13,5,Active,N. Verma
E0335,Rohit,Male,28,Operations,Operations Executive,Kolkata,2020-05-30,41133,10,3,Active,A. Sharma
E0336,Priya,Female,28,Sales,Sales Executive,Kolkata,2018-02-19,28766,15,3,Active,N. Verma
E0337,Ankit,Male,44,IT,Software Engineer,Chennai,2019-04-22,87843,1,4,Active,R. Gupta
E0338,Rahul,Male,33,IT,Software Engineer,Delhi,2024-09-24,54559,10,3,Active,P. Singh
E0339,Amit,Female,28,IT,Software Engineer,Chennai,2020-11-13,33594,4,3,Active,A. Sharma
E0340,Pooja,Male,28,Finance,Accountant,Delhi,2019-09-21,42019,13,3,Active,N. Verma
E0341,Rahul,Female,45,Operations,Operations Executive,Delhi,2023-10-12,88264,3,4,Resigned,A. Sharma
E0342,Neha,Female,45,IT,Data Analyst,Pune,2022-06-24,114665,6,2,Active,A. Sharma
E0343,Karan,Male,31,HR,HR Executive,Mumbai,2023-05-18,108507,9,4,Active,N. Verma
E0344,Sneha,Female,23,Operations,Operations Manager,Kolkata,2021-02-25,62001,3,5,Active,N. Verma
E0345,Neha,Male,35,HR,HR Executive,Hyderabad,2022-03-19,115128,11,4,Active,P. Singh
E0346,Simran,Female,21,IT,Data Analyst,Delhi,2020-10-03,83150,6,2,Active,A. Sharma
E0347,Pooja,Male,56,HR,HR Executive,Pune,2021-10-08,48778,1,4,Active,N. Verma
E0348,Nisha,Male,57,IT,Data Analyst,Hyderabad,2024-02-23,76026,13,3,Resigned,P. Singh
E0349,Karan,Male,26,Operations,Operations Executive,Pune,2021-11-25,39182,5,2,Active,R. Gupta
E0350,Ankit,Male,35,Finance,Finance Analyst,Kolkata,2022-12-30,113326,5,2,Resigned,R. Gupta
E0351,Rahul,Male,43,HR,HR Manager,Bangalore,2018-05-14,43479,9,5,Resigned,N. Verma
E0352,Amit,Female,55,Finance,Finance Analyst,Bangalore,2019-03-09,66360,5,4,Resigned,P. Singh
E0353,Rahul,Female,22,Operations,Operations Manager,Delhi,2022-11-24,58890,12,3,Resigned,S. Mehta
E0354,Karan,Male,47,Finance,Finance Analyst,Pune,2020-10-04,89817,13,4,Active,S. Mehta
E0355,Karan,Female,38,IT,Data Analyst,Hyderabad,2022-08-29,108953,1,2,Active,R. Gupta
E0356,Pooja,Female,57,HR,HR Executive,Mumbai,2021-05-25,84045,8,5,Resigned,S. Mehta
E0357,Karan,Female,41,Finance,Finance Analyst,Bangalore,2019-09-21,33936,5,5,Active,P. Singh
E0358,Rahul,Male,32,HR,HR Executive,Bangalore,2020-05-04,73603,11,5,Active,N. Verma
E0359,Priya,Female,26,HR,HR Executive,Pune,2022-08-15,72618,2,2,Active,A. Sharma
E0360,Rahul,Female,36,IT,Data Analyst,Delhi,2021-08-15,114653,7,3,Active,S. Mehta
E0361,Priya,Female,43,IT,Software Engineer,Chennai,2020-04-02,103270,1,2,Active,S. Mehta
E0362,Amit,Male,49,HR,HR Manager,Hyderabad,2023-11-26,63134,4,2,Active,R. Gupta
E0363,Pooja,Male,53,IT,Data Analyst,Kolkata,2020-04-14,63809,3,2,Active,P. Singh
E0364,Priya,Female,58,IT,Software Engineer,Bangalore,2024-10-26,115164,5,2,Active,A. Sharma
E0365,Simran,Female,55,Operations,Operations Executive,Kolkata,2020-05-04,116384,10,2,Active,R. Gupta
E0366,Simran,Male,31,IT,Data Analyst,Bangalore,2020-06-18,65653,6,3,Active,R. Gupta
E0367,Rohit,Female,46,Operations,Operations Manager,Kolkata,2020-04-26,60588,14,2,Active,P. Singh
E0368,Rahul,Female,37,Operations,Operations Executive,Mumbai,2019-06-01,112378,15,5,Active,A. Sharma
E0369,Pooja,Female,36,Sales,Sales Executive,Kolkata,2022-06-20,37136,0,2,Resigned,P. Singh
E0370,Pooja,Female,35,Finance,Finance Analyst,Bangalore,2019-06-10,109620,2,2,Active,S. Mehta
E0371,Pooja,Male,44,Finance,Accountant,Pune,2024-05-08,79632,5,4,Active,P. Singh
E0372,Ankit,Male,47,HR,HR Executive,Bangalore,2020-08-14,93276,0,3,Resigned,S. Mehta
E0373,Amit,Female,32,Finance,Accountant,Hyderabad,2018-08-26,119695,0,5,Active,A. Sharma
E0374,Ankit,Female,30,HR,HR Manager,Bangalore,2018-01-06,64692,3,2,Active,P. Singh
E0375,Sneha,Male,35,Sales,Sales Manager,Hyderabad,2021-12-23,67650,13,3,Active,P. Singh
E0376,Neha,Female,46,Sales,Sales Manager,Kolkata,2018-10-28,31358,5,3,Resigned,N. Verma
E0377,Rohit,Male,57,Sales,Sales Manager,Pune,2019-09-03,117528,3,5,Active,S. Mehta
E0378,Rohit,Female,23,HR,HR Executive,Delhi,2023-06-14,58019,15,3,Active,S. Mehta
E0379,Pooja,Female,43,HR,HR Executive,Pune,2022-04-14,89536,15,3,Active,A. Sharma
E0380,Sneha,Female,27,Operations,Operations Manager,Delhi,2021-12-25,46732,0,3,Resigned,S. Mehta
E0381,Amit,Female,21,Sales,Sales Executive,Pune,2018-12-14,104265,2,5,Active,A. Sharma
E0382,Priya,Male,23,Finance,Accountant,Bangalore,2020-10-23,64230,13,5,Active,R. Gupta
E0383,Rahul,Female,45,IT,Data Analyst,Bangalore,2021-12-16,81225,7,4,Resigned,R. Gupta
E0384,Simran,Male,36,HR,HR Executive,Chennai,2019-10-18,64080,15,2,Active,R. Gupta
E0385,Neha,Female,40,IT,Data Analyst,Pune,2018-12-23,53115,2,3,Active,P. Singh
E0386,Amit,Female,21,IT,Data Analyst,Chennai,2022-02-26,51189,12,4,Active,P. Singh
E0387,Rohit,Male,36,Operations,Operations Manager,Bangalore,2024-08-24,68544,5,5,Active,S. Mehta
E0388,Pooja,Female,52,IT,Data Analyst,Kolkata,2020-05-09,85308,10,3,Active,N. Verma
E0389,Neha,Male,50,HR,HR Manager,Hyderabad,2022-11-09,104000,9,2,Resigned,N. Verma
E0390,Priya,Female,32,Operations,Operations Executive,Bangalore,2018-12-05,98391,0,4,Resigned,N. Verma
E0391,Nisha,Female,24,Sales,Sales Executive,Mumbai,2020-05-25,44071,0,4,Active,P. Singh
E0392,Pooja,Female,26,HR,HR Executive,Kolkata,2023-10-25,45682,8,5,Resigned,S. Mehta
E0393,Rohit,Male,24,IT,Software Engineer,Pune,2018-04-27,119747,7,4,Active,N. Verma
E0394,Simran,Female,46,IT,Software Engineer,Hyderabad,2020-08-16,76958,3,2,Resigned,R. Gupta
E0395,Vikas,Male,23,Operations,Operations Executive,Mumbai,2022-09-16,88901,0,2,Active,R. Gupta
E0396,Neha,Male,45,HR,HR Executive,Mumbai,2021-01-16,41314,6,4,Active,A. Sharma
E0397,Rohit,Male,37,HR,HR Executive,Hyderabad,2022-04-25,96367,3,5,Resigned,P. Singh
E0398,Rohit,Female,25,Finance,Accountant,Delhi,2021-01-24,79013,15,5,Active,N. Verma
E0399,Karan,Male,55,Operations,Operations Manager,Delhi,2024-10-20,62927,8,2,Active,P. Singh
E0400,Rahul,Female,22,IT,Data Analyst,Bangalore,2019-06-04,64556,14,4,Resigned,N. Verma
E0401,Sneha,Male,31,Finance,Finance Analyst,Hyderabad,2021-04-12,59198,7,2,Active,P. Singh
E0402,Simran,Female,45,Sales,Sales Manager,Chennai,2020-03-06,41151,11,2,Active,S. Mehta
E0403,Sneha,Female,37,IT,Data Analyst,Hyderabad,2018-01-18,81009,2,3,Active,N. Verma
E0404,Vikas,Male,53,Finance,Finance Analyst,Hyderabad,2024-04-06,104420,6,4,Active,S. Mehta
E0405,Sneha,Female,46,HR,HR Executive,Pune,2024-06-07,67756,10,3,Active,A. Sharma
E0406,Neha,Male,45,IT,Software Engineer,Hyderabad,2019-07-22,65659,5,2,Resigned,R. Gupta
E0407,Amit,Male,35,Sales,Sales Manager,Bangalore,2021-12-01,104020,14,4,Resigned,A. Sharma
E0408,Priya,Female,47,Sales,Sales Manager,Hyderabad,2021-11-24,28870,11,5,Resigned,R. Gupta
E0409,Rohit,Female,45,Operations,Operations Manager,Hyderabad,2021-06-11,27045,7,3,Resigned,R. Gupta
E0410,Sneha,Female,58,HR,HR Manager,Pune,2022-02-13,50165,15,3,Active,S. Mehta
E0411,Pooja,Male,49,Finance,Finance Analyst,Kolkata,2021-02-21,100026,15,2,Active,R. Gupta
E0412,Simran,Male,56,HR,HR Manager,Hyderabad,2019-08-29,68444,1,3,Active,P. Singh
E0413,Priya,Male,39,Operations,Operations Manager,Kolkata,2021-11-08,81390,15,2,Active,N. Verma
E0414,Pooja,Male,33,Sales,Sales Manager,Bangalore,2018-11-12,59752,7,5,Active,N. Verma
E0415,Amit,Male,22,Sales,Sales Manager,Pune,2021-03-16,71288,8,4,Active,R. Gupta
E0416,Priya,Female,35,Operations,Operations Manager,Bangalore,2018-10-04,99513,15,4,Active,R. Gupta
E0417,Rohit,Male,52,HR,HR Manager,Delhi,2024-07-14,32095,9,5,Resigned,A. Sharma
E0418,Amit,Male,55,HR,HR Executive,Chennai,2022-08-15,100573,9,5,Active,R. Gupta
E0419,Karan,Female,41,IT,Data Analyst,Pune,2020-11-06,63077,14,2,Active,S. Mehta
E0420,Nisha,Female,56,Operations,Operations Manager,Hyderabad,2019-04-15,106560,14,3,Active,P. Singh
E0421,Amit,Female,27,HR,HR Manager,Delhi,2024-02-19,83425,9,2,Active,P. Singh
E0422,Sneha,Female,45,HR,HR Executive,Pune,2022-07-23,108469,12,2,Active,R. Gupta
E0423,Karan,Male,57,Sales,Sales Executive,Kolkata,2024-02-14,52582,15,4,Active,R. Gupta
E0424,Ankit,Female,34,Operations,Operations Manager,Kolkata,2020-05-21,83393,4,4,Resigned,S. Mehta
E0425,Ankit,Male,45,Operations,Operations Manager,Hyderabad,2018-04-28,91943,7,5,Active,R. Gupta
E0426,Rohit,Male,58,HR,HR Manager,Delhi,2022-03-07,69189,11,3,Active,A. Sharma
E0427,Priya,Male,50,IT,Software Engineer,Hyderabad,2021-03-20,69809,6,4,Active,N. Verma
E0428,Nisha,Male,38,Sales,Sales Manager,Mumbai,2022-05-06,73631,8,4,Active,N. Verma
E0429,Ankit,Female,41,HR,HR Executive,Mumbai,2021-09-27,118581,15,3,Active,R. Gupta
E0430,Vikas,Male,52,Sales,Sales Manager,Delhi,2020-09-24,100104,5,5,Resigned,S. Mehta
E0431,Nisha,Male,56,Operations,Operations Executive,Hyderabad,2023-02-26,118493,3,3,Resigned,S. Mehta
E0432,Rohit,Male,38,HR,HR Executive,Pune,2020-08-21,39949,15,2,Active,S. Mehta
E0433,Amit,Female,29,IT,Data Analyst,Chennai,2021-09-26,118869,15,3,Active,S. Mehta
E0434,Neha,Female,32,HR,HR Executive,Mumbai,2022-01-08,119250,1,5,Active,N. Verma
E0435,Karan,Male,43,Sales,Sales Manager,Hyderabad,2023-04-23,53898,5,5,Active,N. Verma
E0436,Pooja,Female,43,Operations,Operations Executive,Delhi,2024-04-11,74457,6,4,Resigned,A. Sharma
E0437,Sneha,Female,41,Finance,Finance Analyst,Delhi,2018-04-06,65124,1,4,Resigned,N. Verma
E0438,Pooja,Male,31,Operations,Operations Executive,Delhi,2021-12-26,57701,11,2,Active,N. Verma
E0439,Karan,Female,50,IT,Data Analyst,Bangalore,2019-02-27,97410,8,2,Resigned,R. Gupta
E0440,Sneha,Female,35,IT,Software Engineer,Mumbai,2023-12-20,27384,0,2,Active,N. Verma
E0441,Amit,Male,56,Sales,Sales Executive,Kolkata,2024-02-09,97171,9,5,Active,S. Mehta
E0442,Vikas,Male,43,Operations,Operations Manager,Kolkata,2022-08-11,39910,11,3,Active,A. Sharma
E0443,Karan,Male,30,Sales,Sales Manager,Kolkata,2023-05-24,79711,9,2,Active,P. Singh
E0444,Rohit,Female,25,HR,HR Executive,Chennai,2020-11-18,98338,4,2,Resigned,P. Singh
E0445,Rohit,Female,37,IT,Data Analyst,Mumbai,2023-11-08,65723,7,3,Active,R. Gupta
E0446,Neha,Male,23,Sales,Sales Executive,Hyderabad,2018-09-01,109226,8,4,Active,A. Sharma
E0447,Karan,Male,41,Finance,Finance Analyst,Mumbai,2020-03-05,86924,5,5,Active,S. Mehta
E0448,Rohit,Female,55,IT,Software Engineer,Pune,2022-10-16,62610,10,5,Active,N. Verma
E0449,Priya,Male,51,Sales,Sales Manager,Chennai,2023-04-04,27696,7,3,Active,R. Gupta
E0450,Amit,Male,42,Sales,Sales Manager,Bangalore,2021-05-26,111927,14,3,Active,A. Sharma
E0451,Neha,Female,52,Sales,Sales Executive,Kolkata,2021-08-28,26954,9,5,Active,N. Verma
E0452,Pooja,Female,29,Operations,Operations Executive,Mumbai,2021-10-04,73179,5,4,Active,N. Verma
E0453,Rahul,Female,53,Finance,Finance Analyst,Delhi,2018-12-06,45989,5,5,Active,P. Singh
E0454,Simran,Female,21,IT,Data Analyst,Mumbai,2020-06-02,28885,14,5,Active,N. Verma
E0455,Pooja,Female,47,Sales,Sales Manager,Delhi,2019-08-11,43792,10,3,Resigned,P. Singh
E0456,Nisha,Female,30,HR,HR Manager,Chennai,2024-09-16,82790,12,2,Active,R. Gupta
E0457,Sneha,Male,44,Operations,Operations Executive,Chennai,2020-07-15,115453,3,2,Active,N. Verma
E0458,Neha,Male,57,Finance,Accountant,Hyderabad,2020-05-01,109139,9,5,Active,A. Sharma
E0459,Neha,Female,37,IT,Data Analyst,Mumbai,2018-05-17,54444,15,2,Active,R. Gupta
E0460,Rahul,Female,43,Operations,Operations Manager,Mumbai,2020-12-26,102856,3,2,Active,N. Verma
E0461,Vikas,Male,25,Operations,Operations Executive,Hyderabad,2020-09-22,41599,13,4,Resigned,P. Singh
E0462,Amit,Female,27,IT,Data Analyst,Chennai,2019-11-04,89823,9,5,Active,S. Mehta
E0463,Sneha,Male,48,Finance,Finance Analyst,Mumbai,2018-08-12,25436,0,3,Active,N. Verma
E0464,Rahul,Female,37,Operations,Operations Executive,Bangalore,2022-08-08,112893,4,2,Active,P. Singh
E0465,Karan,Male,43,Finance,Finance Analyst,Hyderabad,2020-03-15,49774,7,3,Active,P. Singh
E0466,Simran,Female,50,IT,Data Analyst,Delhi,2022-05-06,75696,13,4,Active,R. Gupta
E0467,Pooja,Male,42,Operations,Operations Executive,Hyderabad,2020-11-06,101049,3,4,Active,N. Verma
E0468,Rahul,Female,36,IT,Software Engineer,Pune,2018-02-10,116673,14,3,Resigned,S. Mehta
E0469,Rahul,Female,50,Finance,Accountant,Delhi,2019-12-02,84563,7,3,Active,R. Gupta
E0470,Sneha,Male,44,IT,Data Analyst,Delhi,2018-07-07,45113,10,5,Active,R. Gupta
E0471,Karan,Male,36,HR,HR Executive,Hyderabad,2019-08-04,58578,7,4,Active,A. Sharma
E0472,Pooja,Female,33,IT,Data Analyst,Bangalore,2019-12-21,59033,6,5,Active,P. Singh
E0473,Rohit,Male,52,Operations,Operations Manager,Chennai,2023-08-23,91962,15,3,Active,A. Sharma
E0474,Amit,Female,32,HR,HR Executive,Mumbai,2020-03-22,37518,14,2,Resigned,P. Singh
E0475,Pooja,Female,27,HR,HR Executive,Hyderabad,2018-09-17,105670,13,3,Active,P. Singh
E0476,Neha,Male,51,Finance,Finance Analyst,Bangalore,2022-06-20,47257,9,5,Active,R. Gupta
E0477,Ankit,Female,29,HR,HR Executive,Mumbai,2022-09-24,25259,7,2,Active,A. Sharma
E0478,Priya,Male,46,Sales,Sales Executive,Chennai,2019-03-18,91721,6,5,Active,R. Gupta
E0479,Rahul,Female,22,Finance,Finance Analyst,Mumbai,2022-03-11,104897,14,2,Active,P. Singh
E0480,Vikas,Male,46,IT,Data Analyst,Chennai,2024-03-19,41834,11,5,Active,S. Mehta
E0481,Neha,Male,25,IT,Software Engineer,Chennai,2018-07-25,74566,8,5,Active,S. Mehta
E0482,Karan,Male,54,Sales,Sales Executive,Delhi,2022-03-16,43578,10,5,Active,P. Singh
E0483,Pooja,Male,29,HR,HR Executive,Mumbai,2021-01-28,96964,4,4,Resigned,A. Sharma
E0484,Nisha,Female,36,Operations,Operations Executive,Hyderabad,2023-02-23,83024,10,3,Resigned,S. Mehta
E0485,Priya,Male,41,Sales,Sales Manager,Delhi,2018-04-30,85970,1,2,Resigned,R. Gupta
E0486,Nisha,Male,43,Operations,Operations Executive,Hyderabad,2022-09-07,46827,5,3,Resigned,P. Singh
E0487,Vikas,Female,45,Finance,Accountant,Delhi,2019-09-01,83587,3,4,Resigned,S. Mehta
E0488,Simran,Male,31,Finance,Finance Analyst,Hyderabad,2022-05-31,58868,8,2,Active,P. Singh
E0489,Rohit,Female,32,Finance,Accountant,Bangalore,2024-02-12,113712,8,3,Active,S. Mehta
E0490,Karan,Female,47,Sales,Sales Executive,Mumbai,2023-01-22,44272,9,4,Active,N. Verma
E0491,Rahul,Male,23,Finance,Finance Analyst,Delhi,2021-05-12,105446,14,3,Active,N. Verma
E0492,Sneha,Female,23,Sales,Sales Executive,Hyderabad,2023-09-30,100954,5,5,Resigned,P. Singh
E0493,Sneha,Female,28,Finance,Finance Analyst,Pune,2019-01-18,89017,0,5,Active,A. Sharma
E0494,Sneha,Male,29,Operations,Operations Executive,Hyderabad,2019-04-11,88803,1,3,Resigned,A. Sharma
E0495,Vikas,Male,56,Operations,Operations Executive,Bangalore,2020-06-04,82485,15,3,Active,A. Sharma
E0496,Vikas,Female,57,IT,Data Analyst,Mumbai,2024-01-24,88424,13,5,Active,P. Singh
E0497,Neha,Male,52,Finance,Accountant,Kolkata,2022-07-21,44878,1,2,Active,R. Gupta
E0498,Vikas,Male,33,Finance,Finance Analyst,Hyderabad,2020-10-09,31688,4,3,Active,R. Gupta
E0499,Rohit,Male,52,Sales,Sales Executive,Mumbai,2022-03-28,105723,3,5,Active,R. Gupta
E0500,Neha,Male,28,Finance,Accountant,Pune,2019-06-10,65058,14,2,Resigned,P. Singh
E0501,Karan,Male,48,HR,HR Manager,Bangalore,2020-12-07,98005,9,2,Active,P. Singh
E0502,Simran,Female,29,IT,Data Analyst,Chennai,2023-10-20,110950,11,5,Active,P. Singh
E0503,Nisha,Female,31,Sales,Sales Manager,Kolkata,2022-10-04,93805,10,5,Active,N. Verma
E0504,Rahul,Female,36,Sales,Sales Executive,Pune,2019-05-07,119469,11,5,Resigned,P. Singh
E0505,Ankit,Female,41,HR,HR Executive,Bangalore,2018-03-21,97250,13,3,Active,A. Sharma
E0506,Ankit,Male,45,IT,Data Analyst,Kolkata,2022-09-15,63145,6,3,Active,S. Mehta
E0507,Neha,Female,53,IT,Data Analyst,Bangalore,2021-08-22,95870,7,5,Resigned,P. Singh
E0508,Ankit,Female,46,Operations,Operations Executive,Bangalore,2022-03-17,69848,1,3,Active,R. Gupta
E0509,Priya,Female,29,Finance,Finance Analyst,Pune,2023-09-15,93635,11,5,Resigned,P. Singh
E0510,Vikas,Male,34,Operations,Operations Executive,Chennai,2022-03-26,68020,12,5,Active,P. Singh
E0511,Vikas,Female,37,IT,Software Engineer,Kolkata,2021-08-25,69903,14,4,Active,S. Mehta
E0512,Priya,Female,24,Sales,Sales Manager,Kolkata,2022-08-05,41503,6,5,Active,A. Sharma
E0513,Rohit,Male,56,Finance,Accountant,Kolkata,2019-12-09,59693,10,5,Active,P. Singh
E0514,Rahul,Female,28,Finance,Accountant,Bangalore,2023-04-16,72150,15,4,Resigned,A. Sharma
E0515,Priya,Male,27,Operations,Operations Manager,Hyderabad,2024-04-13,69691,0,5,Resigned,S. Mehta
E0516,Neha,Female,53,Operations,Operations Executive,Hyderabad,2021-05-02,87860,0,4,Active,R. Gupta
E0517,Neha,Female,51,IT,Software Engineer,Chennai,2019-07-01,32559,12,3,Active,N. Verma
E0518,Pooja,Female,34,Operations,Operations Manager,Pune,2024-10-04,100700,15,2,Active,P. Singh
